input,kind,horizon,metric,sessions,mean,t,p,stable_halves,first_half,second_half,median_tickers,hit_rate_mean,bh_threshold,fdr_significant,evidence
canonical_direction,LABEL,5,mean_signed_bps,8,-3.392345286279582,-0.12195750230545391,0.9160049971620583,False,-24.0638694182092,17.279178845650037,1128.0,0.49907327836990095,0.08743093922651934,False,NO_EVIDENCE
layer2__ret_pctl_5d_p70,NUMERIC,5,ic_raw,12,-0.006134090409243525,-0.11393263590720616,0.9164881820155085,False,0.03782717110507602,-0.05009535192356307,1358.0,,0.08750000000000001,False,NO_EVIDENCE
trigger_ev_10d,NUMERIC,5,ic_raw,10,0.003913827756169308,0.11606363129283628,0.9168384250710762,False,0.03432925862788745,-0.026501603115548843,1326.0,,0.08756906077348067,False,NO_EVIDENCE
layer2__ret_pctl_10d_p60,NUMERIC,10,ic_raw,8,-0.006311080988861285,-0.13116995574856471,0.9169686474575505,False,0.036791758647556606,-0.049413920625279176,1325.5,,0.08763812154696132,False,NO_EVIDENCE
regime_sensitivity,NUMERIC,10,ic_raw,10,-0.00808647010197525,-0.13047628925555332,0.9174028185429285,False,-0.06598618704107886,0.049813246837128365,551.0,,0.087707182320442,False,NO_EVIDENCE
layer2__ret_pctl_5d_p80,NUMERIC,5,ic_raw,12,-0.006398612709895633,-0.11215565490899104,0.9177833919463397,False,0.03973761806059448,-0.05253484348038576,1358.0,,0.08777624309392267,False,NO_EVIDENCE
options_strategy,LABEL,10,mean_signed_bps,10,-11.392341830226886,-0.12941836207805557,0.9180651318185796,False,-25.347390455970157,2.562706795516385,519.0,0.48359431112555173,0.08784530386740332,False,NO_EVIDENCE
prob_up_7pct_10d,NUMERIC,10,ic_raw,10,0.012382833672871688,0.12931247420349487,0.9181314325628885,False,0.10155658743953647,-0.07679092009379308,1325.5,,0.08791436464088398,False,NO_EVIDENCE
layer2__prob_up_7pct_10d,NUMERIC,10,ic_raw,10,0.012382833672871688,0.12931247420349487,0.9181314325628885,False,0.10155658743953647,-0.07679092009379308,1325.5,,0.08798342541436464,False,NO_EVIDENCE
median_gain_if_up_10d,NUMERIC,5,ic_raw,14,-0.006738582379784968,-0.10941852473934134,0.9185935294945209,False,0.024193143520076545,-0.03767030827964649,1358.0,,0.08805248618784531,False,NO_EVIDENCE
