input,kind,horizon,metric,sessions,mean,t,p,years,same_sign_years,yearly,hit_rate,share_positive_label,bh_threshold,fdr_significant,evidence
event_evidence_strength,NUMERIC,5,ic_thesis,199,0.0013802526258141015,0.32574956147114004,0.7449578413815411,5,3,"{'2022': 0.0126, '2023': -0.0085, '2024': 0.0042, '2025': -0.0026, '2026': 0.0127}",,,0.0699468085106383,False,NO_EVIDENCE
gap_pct,NUMERIC,20,ic_thesis,199,-0.003299334308532395,-0.3267364399757579,0.7452659692033141,5,3,"{'2022': -0.0046, '2023': -0.0024, '2024': -0.0134, '2025': 0.0034, '2026': 0.0012}",,,0.07021276595744681,False,NO_EVIDENCE
move_age_bars,NUMERIC,20,ic_thesis,199,-0.0032308939840024744,-0.3122367223248819,0.7561922803172068,5,4,"{'2022': -0.0297, '2023': 0.019, '2024': -0.0008, '2025': -0.0155, '2026': -0.0084}",,,0.07047872340425532,False,NO_EVIDENCE
range_expansion_vs_20d,NUMERIC,20,ic_raw,199,0.0035865449421365278,0.30533427514413364,0.761411512699896,5,3,"{'2022': -0.008, '2023': 0.0135, '2024': -0.0032, '2025': 0.0055, '2026': 0.0018}",,,0.07074468085106383,False,NO_EVIDENCE
base_conditions_count,NUMERIC,20,ic_raw,179,-0.004714519644802268,-0.3046960642717443,0.7620424135971496,5,3,"{'2022': -0.0726, '2023': -0.0151, '2024': 0.0042, '2025': -0.006, '2026': 0.0317}",,,0.07101063829787235,False,NO_EVIDENCE
atr_percentile_rank,NUMERIC,1,ic_raw,199,0.002608249121640367,0.30259296329571606,0.7625177240201128,5,4,"{'2022': -0.0082, '2023': 0.001, '2024': 0.0054, '2025': 0.0007, '2026': 0.0094}",,,0.07127659574468086,False,NO_EVIDENCE
baseline_past_return_1,NUMERIC,10,ic_thesis,199,-0.002150465207722672,-0.30248504477937316,0.7629201605523729,5,2,"{'2022': -0.011, '2023': 0.0008, '2024': -0.0195, '2025': 0.0024, '2026': 0.018}",,,0.07154255319148936,False,NO_EVIDENCE
wyckoff_validation_alternative_phase_probability,NUMERIC,5,ic_raw,199,0.0013064386150255325,0.3016804449135263,0.7632122926531248,5,2,"{'2022': -0.0089, '2023': -0.0005, '2024': -0.0079, '2025': 0.0132, '2026': 0.0053}",,,0.07180851063829788,False,NO_EVIDENCE
compression_ratio,NUMERIC,10,ic_thesis,196,-0.003390208331270698,-0.3003631804687474,0.7645429379738489,5,3,"{'2022': -0.0229, '2023': -0.0091, '2024': -0.0296, '2025': 0.0181, '2026': 0.0239}",,,0.07207446808510638,False,NO_EVIDENCE
baseline_past_return_20,NUMERIC,5,ic_thesis,199,-0.001847597028452518,-0.2929929300479148,0.7698343902702071,5,4,"{'2022': 0.0353, '2023': -0.0021, '2024': -0.0083, '2025': -0.0053, '2026': -0.0058}",,,0.0723404255319149,False,NO_EVIDENCE
fusion_alignment_score,NUMERIC,20,ic_raw,199,0.002833278466819179,0.2884389573902191,0.7742336365609792,5,4,"{'2022': 0.0045, '2023': 0.0019, '2024': -0.0026, '2025': 0.0008, '2026': 0.015}",,,0.0726063829787234,False,NO_EVIDENCE
volume_ratio,NUMERIC,20,ic_thesis,199,0.002421882400124106,0.2866016995966354,0.7756318686988503,5,3,"{'2022': 0.0066, '2023': -0.0105, '2024': -0.0049, '2025': 0.0099, '2026': 0.0201}",,,0.07287234042553192,False,NO_EVIDENCE
adv_dollars,NUMERIC,1,ic_raw,199,-0.0025173915201312977,-0.2808977816468717,0.7790821070534827,5,3,"{'2022': -0.0474, '2023': 0.0111, '2024': 0.0059, '2025': -0.0059, '2026': -0.0079}",,,0.07313829787234043,False,NO_EVIDENCE
baseline_past_return_5,NUMERIC,10,ic_thesis,199,0.002048181135148626,0.2786610690893666,0.7810891198592581,5,3,"{'2022': 0.0061, '2023': 0.0109, '2024': -0.0047, '2025': -0.0036, '2026': 0.0054}",,,0.07340425531914894,False,NO_EVIDENCE
crabel_compression,NUMERIC,10,ic_thesis,199,0.0018094703703802862,0.27596751780908274,0.7831511768318482,5,4,"{'2022': 0.0201, '2023': 0.0016, '2024': -0.0061, '2025': 0.0008, '2026': 0.0063}",,,0.07367021276595745,False,NO_EVIDENCE
dollar_volume_zscore,NUMERIC,10,ic_raw,199,-0.0019016798674654494,-0.2730984907274809,0.7853492718123901,5,3,"{'2022': -0.0147, '2023': 0.0021, '2024': -0.0066, '2025': -0.0112, '2026': 0.0206}",,,0.07393617021276595,False,NO_EVIDENCE
wyckoff_validation_alternative_phase_probability,NUMERIC,20,ic_raw,199,-0.0020413083238782106,-0.2678027032837812,0.7899810476656418,5,3,"{'2022': -0.0219, '2023': -0.0077, '2024': -0.0084, '2025': 0.0143, '2026': 0.0018}",,,0.07420212765957447,False,NO_EVIDENCE
fusion_contradictions,NUMERIC,20,ic_thesis,199,-0.002221411943583915,-0.266186508417079,0.7912181942757323,5,4,"{'2022': -0.0182, '2023': -0.0019, '2024': -0.0058, '2025': 0.0076, '2026': -0.004}",,,0.07446808510638298,False,NO_EVIDENCE
fusion_contradictions,NUMERIC,20,ic_raw,199,-0.002606023227282462,-0.2650890155999899,0.7920586001424504,5,4,"{'2022': -0.0004, '2023': -0.0004, '2024': -0.0006, '2025': 0.0054, '2026': -0.0228}",,,0.0747340425531915,False,NO_EVIDENCE
dollar_volume_zscore,NUMERIC,1,ic_raw,199,0.0014304464511376313,0.2630112614257587,0.7928153797295439,5,3,"{'2022': -0.0344, '2023': 0.0076, '2024': 0.0078, '2025': -0.0164, '2026': 0.0286}",,,0.07500000000000001,False,NO_EVIDENCE
range_expansion_vs_20d,NUMERIC,10,ic_thesis,199,0.0016645359247454297,0.2610123957111215,0.7946278864686578,5,3,"{'2022': 0.0162, '2023': -0.0074, '2024': -0.0092, '2025': 0.012, '2026': 0.0089}",,,0.07526595744680852,False,NO_EVIDENCE
wyckoff_validation_transition_probability_5_bars,NUMERIC,5,ic_raw,199,-0.0009587205035951461,-0.2578974511067781,0.7967539039546522,5,2,"{'2022': -0.0054, '2023': 0.0017, '2024': 0.0037, '2025': 0.0014, '2026': -0.0138}",,,0.07553191489361703,False,NO_EVIDENCE
abnormal_repricing_score,NUMERIC,10,ic_thesis,199,0.002367016590945731,0.2544140676619842,0.7997060582775422,5,3,"{'2022': -0.0222, '2023': -0.0024, '2024': 0.0075, '2025': 0.0039, '2026': 0.0125}",,,0.07579787234042554,False,NO_EVIDENCE
wyckoff_validation_phase_correctness_score,NUMERIC,5,ic_thesis,199,0.0012888252797265086,0.24967363137810658,0.803098587573954,5,3,"{'2022': 0.0211, '2023': -0.0072, '2024': 0.0017, '2025': -0.0018, '2026': 0.0081}",,,0.07606382978723404,False,NO_EVIDENCE
governed_invalidation_spot,NUMERIC,10,ic_raw,199,-0.0033444356590680347,-0.24826591388197025,0.8044455250510453,5,3,"{'2022': -0.0234, '2023': 0.0049, '2024': 0.009, '2025': -0.0142, '2026': -0.0078}",,,0.07632978723404256,False,NO_EVIDENCE
wyckoff_validation_transition_probability_5_bars,NUMERIC,20,ic_raw,199,-0.0018971072913401073,-0.24012920612774136,0.8112369912151808,5,4,"{'2022': -0.0287, '2023': 0.0107, '2024': -0.0021, '2025': -0.0023, '2026': -0.0064}",,,0.07659574468085106,False,NO_EVIDENCE
truth_confidence,NUMERIC,20,ic_thesis,199,0.002118256058702097,0.2398979725110404,0.8114152315049562,5,3,"{'2022': 0.0408, '2023': 0.0039, '2024': 0.0003, '2025': -0.0056, '2026': -0.0062}",,,0.07686170212765958,False,NO_EVIDENCE
range_pct,NUMERIC,10,ic_raw,199,-0.004056724290544809,-0.23867607792382103,0.8118526310469983,5,3,"{'2022': -0.0472, '2023': 0.0018, '2024': -0.0233, '2025': 0.0216, '2026': -0.0003}",,,0.07712765957446809,False,NO_EVIDENCE
move_age_bars,NUMERIC,20,ic_raw,199,-0.002489226158084417,-0.23857289859703013,0.8124368236074766,5,3,"{'2022': -0.0204, '2023': -0.0082, '2024': 0.0073, '2025': 0.0053, '2026': -0.0115}",,,0.0773936170212766,False,NO_EVIDENCE
fusion_contradictions,NUMERIC,10,ic_raw,199,0.0016994746296888897,0.23601244475446775,0.8139130666446118,5,4,"{'2022': 0.0246, '2023': 0.0015, '2024': 0.0084, '2025': 0.0007, '2026': -0.0191}",,,0.07765957446808511,False,NO_EVIDENCE
wyckoff_validation_transition_probability_20_bars,NUMERIC,20,ic_raw,199,-0.002350627203526257,-0.23435838956964614,0.8156882638405659,5,3,"{'2022': -0.0116, '2023': 0.0033, '2024': -0.0123, '2025': -0.0024, '2026': 0.0095}",,,0.07792553191489363,False,NO_EVIDENCE
phase_convergence,NUMERIC,5,ic_raw,199,-0.0009320250708853597,-0.2331294262321608,0.8159017338667636,5,3,"{'2022': 0.0098, '2023': 0.005, '2024': -0.0069, '2025': -0.005, '2026': -0.0002}",,,0.07819148936170213,False,NO_EVIDENCE
phase_convergence,NUMERIC,10,ic_thesis,199,0.0015685148429847799,0.23068005570614902,0.8180418171465882,5,3,"{'2022': 0.0059, '2023': -0.0053, '2024': 0.0048, '2025': -0.003, '2026': 0.0122}",,,0.07845744680851063,False,NO_EVIDENCE
atr_pct,NUMERIC,10,ic_raw,199,-0.0048412019504731245,-0.2287586387586248,0.8195307909428138,5,4,"{'2022': -0.0289, '2023': -0.0019, '2024': -0.0264, '2025': 0.0264, '2026': -0.0118}",,,0.07872340425531915,False,NO_EVIDENCE
wyckoff_validation_transition_probability_5_bars,NUMERIC,10,ic_raw,199,-0.0013201490816220052,-0.22685259003813452,0.8210085083676292,5,2,"{'2022': -0.0198, '2023': 0.0086, '2024': 0.0024, '2025': 0.0006, '2026': -0.0158}",,,0.07898936170212767,False,NO_EVIDENCE
crabel_score,NUMERIC,20,ic_thesis,199,-0.0018325615964197726,-0.22598956526330316,0.8221543607528006,5,3,"{'2022': -0.0062, '2023': 0.0006, '2024': 0.009, '2025': -0.013, '2026': -0.0029}",,,0.07925531914893617,False,NO_EVIDENCE
win_probability,NUMERIC,5,ic_thesis,199,0.0011087080161658507,0.22169128625655624,0.8247826905287485,5,3,"{'2022': 0.0235, '2023': -0.0162, '2024': 0.009, '2025': -0.001, '2026': 0.0072}",,,0.07952127659574469,False,NO_EVIDENCE
dominant_trend,LABEL,1,mean_signed_bps,199,-0.8524857535294219,-0.22120537944229954,0.825160474457378,5,3,"{'2022': -15.7468, '2023': -4.2508, '2024': 4.7675, '2025': -1.725, '2026': 4.9522}",0.5076857020108352,0.5771690135174512,0.0797872340425532,False,NO_EVIDENCE
vwap_bias,LABEL,20,mean_signed_bps,199,3.8163538697646695,0.2208949608022274,0.8260967996293946,5,2,"{'2022': -22.8879, '2023': -0.1015, '2024': -13.1235, '2025': 5.8521, '2026': 47.4123}",0.5055320278021528,0.530871132866034,0.0800531914893617,False,NO_EVIDENCE
phase_convergence,NUMERIC,20,ic_thesis,199,0.002149988182406458,0.22024063263446456,0.8266034788597288,5,2,"{'2022': -0.0025, '2023': -0.0034, '2024': -0.0058, '2025': 0.0085, '2026': 0.0158}",,,0.08031914893617022,False,NO_EVIDENCE
lift_proxy_score,NUMERIC,20,ic_raw,199,-0.002319529490304515,-0.2195231314106233,0.827159161733747,5,3,"{'2022': -0.0208, '2023': 0.0016, '2024': -0.0114, '2025': -0.0109, '2026': 0.029}",,,0.08058510638297872,False,NO_EVIDENCE
composite_adjusted,NUMERIC,5,ic_thesis,199,0.0010900444190463366,0.2181982280193673,0.8274993857223291,5,3,"{'2022': 0.0234, '2023': -0.0162, '2024': 0.0089, '2025': -0.001, '2026': 0.0073}",,,0.08085106382978724,False,NO_EVIDENCE
composite_score,NUMERIC,5,ic_thesis,199,0.0010900444190463366,0.2181982280193673,0.8274993857223291,5,3,"{'2022': 0.0234, '2023': -0.0162, '2024': 0.0089, '2025': -0.001, '2026': 0.0073}",,,0.08111702127659574,False,NO_EVIDENCE
baseline_past_return_5,NUMERIC,5,ic_thesis,199,-0.0012325253710790786,-0.215044171102365,0.82995421468314,5,2,"{'2022': 0.0307, '2023': 0.0037, '2024': -0.0159, '2025': 0.0051, '2026': -0.0129}",,,0.08138297872340426,False,NO_EVIDENCE
range_expansion_vs_20d,NUMERIC,1,ic_thesis,199,-0.0010744338446560735,-0.21130683237478087,0.8328651813750576,5,3,"{'2022': 0.0122, '2023': 0.0089, '2024': -0.007, '2025': -0.0025, '2026': -0.0122}",,,0.08164893617021278,False,NO_EVIDENCE
days_to_trigger,NUMERIC,20,ic_thesis,180,0.003586337063541752,0.20994034616821405,0.8346833461925054,5,4,"{'2022': 0.0157, '2023': -0.017, '2024': 0.0017, '2025': 0.021, '2026': 0.0082}",,,0.08191489361702128,False,NO_EVIDENCE
baseline_past_return_20,NUMERIC,20,ic_thesis,199,0.0022791247372766534,0.2090959011618103,0.8352446652691747,5,3,"{'2022': -0.0087, '2023': 0.0133, '2024': 0.0157, '2025': -0.0191, '2026': 0.0034}",,,0.08218085106382979,False,NO_EVIDENCE
wyckoff_validation_alternative_phase_probability,NUMERIC,10,ic_raw,199,-0.0012469594066658635,-0.20809816954271104,0.8355819952657227,5,4,"{'2022': -0.0189, '2023': -0.0049, '2024': -0.0016, '2025': 0.0111, '2026': -0.0047}",,,0.08244680851063829,False,NO_EVIDENCE
governed_invalidation_spot,NUMERIC,20,ic_raw,199,-0.003950766826486086,-0.207484568221626,0.836495754938832,5,3,"{'2022': -0.0648, '2023': 0.0123, '2024': 0.017, '2025': -0.0156, '2026': -0.0115}",,,0.08271276595744681,False,NO_EVIDENCE
phase_strength,NUMERIC,1,ic_thesis,196,-0.0016086828340253795,-0.20264198201024583,0.8396261481489802,5,2,"{'2022': 0.0325, '2023': 0.0133, '2024': -0.0283, '2025': 0.0081, '2026': -0.0168}",,,0.08297872340425533,False,NO_EVIDENCE
early_formation_score,NUMERIC,20,ic_thesis,196,0.0030241694395114174,0.20333901603957144,0.8397296324776765,5,3,"{'2022': 0.0512, '2023': 0.0145, '2024': 0.0141, '2025': -0.0199, '2026': -0.0231}",,,0.08324468085106383,False,NO_EVIDENCE
baseline_past_return_60,NUMERIC,20,ic_raw,199,0.004089477404474363,0.19894615709223737,0.8431322893722397,5,2,"{'2022': -0.0139, '2023': -0.0266, '2024': 0.0265, '2025': 0.0277, '2026': -0.0104}",,,0.08351063829787235,False,NO_EVIDENCE
atr_pct,NUMERIC,20,ic_raw,199,-0.005440297831924104,-0.1978139314184482,0.8440131932283639,5,2,"{'2022': 0.0218, '2023': -0.0202, '2024': -0.0371, '2025': 0.0274, '2026': 0.0014}",,,0.08377659574468085,False,NO_EVIDENCE
phase_convergence,NUMERIC,20,ic_raw,199,0.0014832649720946359,0.19386206485243473,0.8470894276378669,5,3,"{'2022': 0.0194, '2023': 0.0042, '2024': -0.0009, '2025': -0.0107, '2026': 0.0105}",,,0.08404255319148937,False,NO_EVIDENCE
composite_adjusted,NUMERIC,10,ic_raw,199,-0.0017536210129018592,-0.19253203336752012,0.8477218766466417,5,3,"{'2022': -0.0252, '2023': -0.0056, '2024': -0.0061, '2025': 0.0058, '2026': 0.0116}",,,0.08430851063829788,False,NO_EVIDENCE
composite_score,NUMERIC,10,ic_raw,199,-0.0017536210129018592,-0.19253203336752012,0.8477218766466417,5,3,"{'2022': -0.0252, '2023': -0.0056, '2024': -0.0061, '2025': 0.0058, '2026': 0.0116}",,,0.08457446808510638,False,NO_EVIDENCE
win_probability,NUMERIC,10,ic_raw,199,-0.0017387961156907284,-0.1907493864681996,0.8491145479757566,5,3,"{'2022': -0.0252, '2023': -0.0053, '2024': -0.0062, '2025': 0.0058, '2026': 0.0115}",,,0.0848404255319149,False,NO_EVIDENCE
adv_dollars,NUMERIC,20,ic_thesis,199,0.001621057576493804,0.1662723377490263,0.8686303375015233,5,2,"{'2022': -0.0284, '2023': 0.031, '2024': -0.0075, '2025': -0.0187, '2026': 0.0178}",,,0.0851063829787234,False,NO_EVIDENCE
wyckoff_validation_phase_maturity_score,NUMERIC,20,ic_raw,199,-0.0016478190832585433,-0.1652446204327955,0.8694347887699851,5,2,"{'2022': -0.0086, '2023': 0.0026, '2024': -0.0126, '2025': 0.0028, '2026': 0.0054}",,,0.08537234042553192,False,NO_EVIDENCE
governed_invalidation_spot,NUMERIC,5,ic_thesis,199,0.000956458602240423,0.1623159616890406,0.871222572410356,5,3,"{'2022': 0.0067, '2023': 0.0123, '2024': -0.0126, '2025': -0.0076, '2026': 0.0147}",,,0.08563829787234044,False,NO_EVIDENCE
wyckoff_score,NUMERIC,10,ic_raw,199,-0.0013720787567930365,-0.15227695267525126,0.8792799825827754,5,3,"{'2022': -0.0294, '2023': -0.004, '2024': -0.0105, '2025': 0.0072, '2026': 0.0184}",,,0.08590425531914894,False,NO_EVIDENCE
fusion_alignment_score,NUMERIC,20,ic_thesis,199,0.0010919957243763977,0.15140107262483293,0.8802841398744088,5,2,"{'2022': 0.0317, '2023': -0.0021, '2024': -0.002, '2025': -0.0059, '2026': 0.0056}",,,0.08617021276595745,False,NO_EVIDENCE
range_expansion_vs_20d,NUMERIC,10,ic_raw,199,0.0012129560762129212,0.1483262557232165,0.8823885231169595,5,3,"{'2022': -0.0277, '2023': 0.0086, '2024': -0.0072, '2025': 0.0004, '2026': 0.0195}",,,0.08643617021276596,False,NO_EVIDENCE
governed_invalidation_spot,NUMERIC,10,ic_thesis,199,0.0011717469677750918,0.14399902667907044,0.8857954415918763,5,2,"{'2022': -0.0112, '2023': 0.0063, '2024': -0.0108, '2025': -0.0033, '2026': 0.0253}",,,0.08670212765957447,False,NO_EVIDENCE
compression_ratio,NUMERIC,1,ic_thesis,196,-0.0011873330585195584,-0.14181449263767937,0.8873729434812754,5,3,"{'2022': -0.0161, '2023': -0.0034, '2024': 0.0045, '2025': 0.0208, '2026': -0.0315}",,,0.08696808510638299,False,NO_EVIDENCE
dollar_volume_zscore,NUMERIC,5,ic_raw,199,0.0007559730363734441,0.14110311106147075,0.8879319391434131,5,2,"{'2022': -0.0356, '2023': 0.0048, '2024': -0.0014, '2025': -0.0099, '2026': 0.0338}",,,0.0872340425531915,False,NO_EVIDENCE
wyckoff_validation_transition_probability_20_bars,NUMERIC,5,ic_raw,199,-0.0006962478894181963,-0.13254249592777073,0.8946898107954602,5,3,"{'2022': -0.0223, '2023': 0.0103, '2024': -0.0049, '2025': 0.0015, '2026': -0.0033}",,,0.0875,False,NO_EVIDENCE
direction,LABEL,5,mean_signed_bps,199,0.4923787042836555,0.1325100309652974,0.894715454084233,5,3,"{'2022': -15.1734, '2023': 0.0197, '2024': 9.8754, '2025': 2.101, '2026': -7.621}",0.5021266358474509,0.5616516672036239,0.08776595744680851,False,NO_EVIDENCE
discovery_direction_preliminary,LABEL,5,mean_signed_bps,199,0.4923787042836555,0.1325100309652974,0.894715454084233,5,3,"{'2022': -15.1734, '2023': 0.0197, '2024': 9.8754, '2025': 2.101, '2026': -7.621}",0.5021266358474509,0.5616516672036239,0.08803191489361703,False,NO_EVIDENCE
win_probability,NUMERIC,20,ic_raw,199,-0.0015286429568759229,-0.13182258674662067,0.8956671802446309,5,4,"{'2022': -0.0105, '2023': -0.0098, '2024': -0.0083, '2025': -0.0018, '2026': 0.0273}",,,0.08829787234042553,False,NO_EVIDENCE
governed_invalidation_spot,NUMERIC,5,ic_raw,199,0.0012682904133765305,0.13025872100550473,0.8964939783024674,5,2,"{'2022': -0.002, '2023': 0.007, '2024': 0.0151, '2025': -0.0122, '2026': -0.0067}",,,0.08856382978723405,False,NO_EVIDENCE
move_age_bars,NUMERIC,10,ic_thesis,199,-0.0010469567101067097,-0.1298303030181331,0.8969654486392951,5,2,"{'2022': -0.004, '2023': 0.0095, '2024': 0.0024, '2025': -0.0154, '2026': 0.0011}",,,0.08882978723404254,False,NO_EVIDENCE
fusion_alignment_score,NUMERIC,10,ic_raw,199,-0.0009474209667070623,-0.1285617719243501,0.8979665495873914,5,2,"{'2022': -0.0181, '2023': 0.0036, '2024': -0.0124, '2025': 0.0013, '2026': 0.0155}",,,0.08909574468085106,False,NO_EVIDENCE
days_to_trigger,NUMERIC,10,ic_thesis,180,-0.001566546575727137,-0.1269075117931817,0.8992998826644999,5,2,"{'2022': 0.0287, '2023': -0.0151, '2024': -0.018, '2025': 0.006, '2026': 0.0193}",,,0.08936170212765958,False,NO_EVIDENCE
composite_score,NUMERIC,20,ic_raw,199,-0.0014511841929950079,-0.12498835606473117,0.9010467644811644,5,4,"{'2022': -0.0105, '2023': -0.01, '2024': -0.0081, '2025': -0.0017, '2026': 0.0275}",,,0.0896276595744681,False,NO_EVIDENCE
composite_adjusted,NUMERIC,20,ic_raw,199,-0.0014511841929950079,-0.12498835606473117,0.9010467644811644,5,4,"{'2022': -0.0105, '2023': -0.01, '2024': -0.0081, '2025': -0.0017, '2026': 0.0275}",,,0.0898936170212766,False,NO_EVIDENCE
vwap_bias,LABEL,10,mean_signed_bps,199,-0.9616655700468704,-0.10838600867050874,0.9139099823730163,5,4,"{'2022': -19.1436, '2023': -1.2688, '2024': -8.7134, '2025': -5.4626, '2026': 28.3222}",0.49932579653101167,0.530871132866034,0.0901595744680851,False,NO_EVIDENCE
phase_strength,NUMERIC,20,ic_thesis,196,0.001721817359213386,0.107683994511295,0.9146952236941869,5,3,"{'2022': 0.0279, '2023': 0.0172, '2024': -0.0298, '2025': -0.0, '2026': 0.0145}",,,0.09042553191489362,False,NO_EVIDENCE
composite_adjusted,NUMERIC,1,ic_thesis,199,0.0005485770847091565,0.10569840845812543,0.9159286482138116,5,2,"{'2022': -0.0062, '2023': -0.0055, '2024': 0.0098, '2025': 0.0055, '2026': -0.0086}",,,0.09069148936170213,False,NO_EVIDENCE
composite_score,NUMERIC,1,ic_thesis,199,0.0005485770847091565,0.10569840845812543,0.9159286482138116,5,2,"{'2022': -0.0062, '2023': -0.0055, '2024': 0.0098, '2025': 0.0055, '2026': -0.0086}",,,0.09095744680851064,False,NO_EVIDENCE
crabel_compression,NUMERIC,10,ic_raw,199,0.0009203832988621775,0.10436188964426668,0.9170943736178091,5,3,"{'2022': -0.0061, '2023': 0.0105, '2024': -0.0175, '2025': 0.0036, '2026': 0.0144}",,,0.09122340425531916,False,NO_EVIDENCE
composite_score,NUMERIC,20,ic_thesis,199,0.0009090365967532717,0.10259031317084308,0.9187089761569844,5,3,"{'2022': 0.0378, '2023': 0.004, '2024': 0.0027, '2025': -0.0088, '2026': -0.0111}",,,0.09148936170212765,False,NO_EVIDENCE
composite_adjusted,NUMERIC,20,ic_thesis,199,0.0009090365967532717,0.10259031317084308,0.9187089761569844,5,3,"{'2022': 0.0378, '2023': 0.004, '2024': 0.0027, '2025': -0.0088, '2026': -0.0111}",,,0.09175531914893617,False,NO_EVIDENCE
wyckoff_score,NUMERIC,20,ic_raw,199,0.001181202962539614,0.10211988297433496,0.9190804146250822,5,2,"{'2022': -0.0084, '2023': -0.0057, '2024': -0.0071, '2025': 0.0019, '2026': 0.0288}",,,0.09202127659574469,False,NO_EVIDENCE
gap_pct,NUMERIC,20,ic_raw,199,-0.0021056954138624078,-0.10164981925214585,0.9194515819206932,5,3,"{'2022': -0.0112, '2023': -0.0403, '2024': -0.0011, '2025': 0.0311, '2026': 0.009}",,,0.09228723404255319,False,NO_EVIDENCE
discovery_direction_preliminary,LABEL,10,mean_signed_bps,199,-0.7619068217072892,-0.10108797937468525,0.9196861040136888,5,4,"{'2022': -14.9807, '2023': -0.9054, '2024': 20.3033, '2025': -3.4237, '2026': -21.7393}",0.49835465503984955,0.5616516672036239,0.09255319148936171,False,NO_EVIDENCE
direction,LABEL,10,mean_signed_bps,199,-0.7619068217072892,-0.10108797937468525,0.9196861040136888,5,4,"{'2022': -14.9807, '2023': -0.9054, '2024': 20.3033, '2025': -3.4237, '2026': -21.7393}",0.49835465503984955,0.5616516672036239,0.09281914893617021,False,NO_EVIDENCE
range_pct,NUMERIC,5,ic_thesis,199,-0.0005529605419658043,-0.09460704599567407,0.9247226255183172,5,3,"{'2022': -0.027, '2023': -0.0059, '2024': 0.0053, '2025': 0.0084, '2026': -0.0012}",,,0.09308510638297872,False,NO_EVIDENCE
win_probability,NUMERIC,20,ic_thesis,199,0.0008112076516031268,0.09199577947797082,0.9270783968553998,5,3,"{'2022': 0.0375, '2023': 0.0039, '2024': 0.0027, '2025': -0.0089, '2026': -0.0112}",,,0.09335106382978724,False,NO_EVIDENCE
win_probability,NUMERIC,1,ic_thesis,199,0.0004726000141342415,0.09100911014212153,0.927577356095052,5,2,"{'2022': -0.006, '2023': -0.0058, '2024': 0.0097, '2025': 0.0056, '2026': -0.0087}",,,0.09361702127659575,False,NO_EVIDENCE
event_evidence_strength,NUMERIC,20,ic_raw,199,0.0007548059444552191,0.08908418323216305,0.9293799851420079,5,3,"{'2022': 0.0071, '2023': 0.0047, '2024': -0.0023, '2025': -0.0071, '2026': 0.0084}",,,0.09388297872340427,False,NO_EVIDENCE
truth_confidence,NUMERIC,20,ic_raw,199,0.001054188113515332,0.08748517193088513,0.9306442483153549,5,2,"{'2022': -0.0046, '2023': -0.0104, '2024': -0.0073, '2025': 0.0047, '2026': 0.0294}",,,0.09414893617021276,False,NO_EVIDENCE
wyckoff_validation_phase_maturity_score,NUMERIC,5,ic_raw,199,-0.000475283983651294,-0.08667152912980793,0.9310201933478515,5,3,"{'2022': -0.0216, '2023': 0.0087, '2024': -0.0048, '2025': 0.0039, '2026': -0.0037}",,,0.09441489361702128,False,NO_EVIDENCE
abnormal_repricing_score,NUMERIC,10,ic_raw,199,-0.0006585732923673334,-0.07937728358877534,0.9368935785915791,5,2,"{'2022': -0.0385, '2023': 0.001, '2024': -0.0091, '2025': 0.0119, '2026': 0.0106}",,,0.09468085106382979,False,NO_EVIDENCE
wyckoff_validation_phase_correctness_score,NUMERIC,20,ic_raw,199,-0.000947265162279776,-0.07800716486963614,0.9381416583707597,5,4,"{'2022': -0.0046, '2023': -0.0061, '2024': -0.0088, '2025': -0.0011, '2026': 0.0215}",,,0.0949468085106383,False,NO_EVIDENCE
range_pct,NUMERIC,20,ic_thesis,199,0.0008085310305925138,0.0765955599678808,0.9392587841878551,5,3,"{'2022': 0.0407, '2023': -0.0197, '2024': 0.0005, '2025': 0.0148, '2026': -0.0097}",,,0.09521276595744682,False,NO_EVIDENCE
compression_ratio,NUMERIC,20,ic_thesis,196,-0.0011375383506814956,-0.07499766438324312,0.9405282690069612,5,3,"{'2022': -0.0305, '2023': -0.0038, '2024': -0.03, '2025': 0.0232, '2026': 0.0265}",,,0.09547872340425531,False,NO_EVIDENCE
compression_ratio,NUMERIC,5,ic_raw,196,0.0007212344185582042,0.06953049271721891,0.9446386116131511,5,2,"{'2022': 0.046, '2023': 0.0137, '2024': -0.0214, '2025': -0.0044, '2026': -0.0021}",,,0.09574468085106383,False,NO_EVIDENCE
fusion_alignment_score,NUMERIC,1,ic_thesis,199,-0.00029595883431472183,-0.0639811375479873,0.9490497929848217,5,3,"{'2022': -0.0062, '2023': -0.0007, '2024': 0.0014, '2025': 0.0047, '2026': -0.0071}",,,0.09601063829787235,False,NO_EVIDENCE
atr_percentile_rank,NUMERIC,5,ic_raw,199,0.0004556413104735954,0.06258553978513486,0.9501596778549627,5,4,"{'2022': 0.0372, '2023': 0.0042, '2024': -0.0186, '2025': 0.002, '2026': 0.0025}",,,0.09627659574468087,False,NO_EVIDENCE
range_expansion_vs_20d,NUMERIC,20,ic_thesis,199,0.0004922168231130797,0.05710291172504318,0.9546966292281319,5,3,"{'2022': 0.0127, '2023': -0.0083, '2024': -0.0077, '2025': 0.0067, '2026': 0.0108}",,,0.09654255319148937,False,NO_EVIDENCE
