input,kind,horizon,metric,sessions,mean,t,p,years,same_sign_years,yearly,hit_rate,share_positive_label,bh_threshold,fdr_significant,evidence
baseline_past_return_5,NUMERIC,1,ic_raw,199,-0.0515511381496806,-4.699765000026539,4.86927529964453e-06,5,5,"{'2022': -0.0501, '2023': -0.0631, '2024': -0.0215, '2025': -0.087, '2026': -0.0258}",,,0.00026595744680851064,True,ROBUST
pct_from_52w_low,NUMERIC,1,ic_thesis,199,0.022309871956272646,3.7151765765984863,0.0002641014565191312,5,4,"{'2022': -0.0022, '2023': 0.0342, '2024': 0.0252, '2025': 0.0185, '2026': 0.0182}",,,0.0005319148936170213,True,ROBUST
vwap_bias,LABEL,1,mean_signed_bps,199,-7.681260501017663,-3.396305778273945,0.0008253858119088261,5,5,"{'2022': -14.18, '2023': -7.1539, '2024': -4.9415, '2025': -12.2483, '2026': -2.1975}",0.4876720632818517,0.530871132866034,0.000797872340425532,False,NO_EVIDENCE
wyckoff_validation_alternative_phase_probability,NUMERIC,1,ic_thesis,199,0.012363778583449113,2.96902842184582,0.0033563457928212563,5,5,"{'2022': 0.0161, '2023': 0.0185, '2024': 0.0128, '2025': 0.0062, '2026': 0.0098}",,,0.0010638297872340426,False,NO_EVIDENCE
phase_convergence,NUMERIC,1,ic_thesis,199,-0.01571915687912411,-2.845946815958051,0.004894033421421695,5,5,"{'2022': -0.0312, '2023': -0.0121, '2024': -0.0177, '2025': -0.011, '2026': -0.0174}",,,0.0013297872340425532,False,NO_EVIDENCE
baseline_past_return_1,NUMERIC,1,ic_raw,199,-0.03190368788749956,-2.8336023407583726,0.00507929719397733,5,4,"{'2022': -0.0689, '2023': -0.0532, '2024': -0.019, '2025': -0.0472, '2026': 0.0248}",,,0.001595744680851064,False,NO_EVIDENCE
governed_invalidation_spot,NUMERIC,1,ic_thesis,199,-0.015755282462104052,-2.8033548273040614,0.0055605502464943415,5,4,"{'2022': -0.0073, '2023': -0.0247, '2024': -0.0308, '2025': -0.0072, '2026': 0.0038}",,,0.0018617021276595746,False,NO_EVIDENCE
baseline_past_return_20,NUMERIC,1,ic_raw,199,-0.032416319983575505,-2.622380589222137,0.00941082485836304,5,5,"{'2022': -0.0317, '2023': -0.0345, '2024': -0.0115, '2025': -0.0481, '2026': -0.0377}",,,0.002127659574468085,False,NO_EVIDENCE
move_age_bars,NUMERIC,1,ic_raw,199,-0.013521032979974928,-2.622109832121072,0.009418048547812963,5,5,"{'2022': -0.013, '2023': -0.0114, '2024': -0.0186, '2025': -0.0122, '2026': -0.0113}",,,0.0023936170212765957,False,NO_EVIDENCE
atr_pct,NUMERIC,1,ic_thesis,199,0.017343750245351754,2.5041589705994327,0.013081682963923816,5,4,"{'2022': -0.0194, '2023': 0.0224, '2024': 0.0228, '2025': 0.0153, '2026': 0.0238}",,,0.0026595744680851063,False,NO_EVIDENCE
range_pct,NUMERIC,1,ic_raw,199,0.033218024697125904,2.388666225188068,0.01784900304901727,5,4,"{'2022': 0.1153, '2023': 0.0382, '2024': -0.018, '2025': 0.0567, '2026': 0.0252}",,,0.0029255319148936173,False,NO_EVIDENCE
direction,LABEL,1,mean_signed_bps,199,4.409016877677963,2.31881436726431,0.021425599408568845,5,4,"{'2022': -0.7567, '2023': 4.6172, '2024': 4.2645, '2025': 4.7774, '2026': 6.4782}",0.5086948874735738,0.5616516672036239,0.003191489361702128,False,NO_EVIDENCE
discovery_direction_preliminary,LABEL,1,mean_signed_bps,199,4.409016877677963,2.31881436726431,0.021425599408568845,5,4,"{'2022': -0.7567, '2023': 4.6172, '2024': 4.2645, '2025': 4.7774, '2026': 6.4782}",0.5086948874735738,0.5616516672036239,0.0034574468085106385,False,NO_EVIDENCE
wyckoff_validation_alternative_phase_probability,NUMERIC,5,ic_thesis,199,0.009201668086683873,2.3017678814144356,0.022388557648676193,5,4,"{'2022': 0.0136, '2023': 0.0152, '2024': 0.0112, '2025': 0.0082, '2026': -0.0041}",,,0.003723404255319149,False,NO_EVIDENCE
lift_proxy_score,NUMERIC,1,ic_thesis,199,-0.011409518259927132,-2.258895111401099,0.02497978130305085,5,5,"{'2022': -0.0299, '2023': -0.0089, '2024': -0.0014, '2025': -0.0205, '2026': -0.007}",,,0.003989361702127659,False,NO_EVIDENCE
pct_from_52w_low,NUMERIC,1,ic_raw,199,0.030502768153049382,2.161474644683679,0.03185874912709235,5,5,"{'2022': 0.026, '2023': 0.0111, '2024': 0.037, '2025': 0.0334, '2026': 0.0484}",,,0.00425531914893617,False,NO_EVIDENCE
range_pct,NUMERIC,1,ic_thesis,199,0.012851640611352591,2.0504413544336564,0.04163893257700213,5,4,"{'2022': -0.0096, '2023': 0.0199, '2024': 0.0194, '2025': 0.0098, '2026': 0.0083}",,,0.004521276595744681,False,NO_EVIDENCE
atr_pct,NUMERIC,1,ic_raw,199,0.031905133822124156,1.8345352285483927,0.06807520818373047,5,4,"{'2022': 0.1422, '2023': 0.0333, '2024': -0.0254, '2025': 0.0536, '2026': 0.0267}",,,0.0047872340425531915,False,NO_EVIDENCE
abnormal_repricing_score,NUMERIC,1,ic_raw,199,0.011199803941512845,1.8286250180845158,0.06896030212819855,5,3,"{'2022': -0.011, '2023': 0.0157, '2024': -0.004, '2025': 0.012, '2026': 0.0385}",,,0.0050531914893617025,False,NO_EVIDENCE
phase_convergence,NUMERIC,1,ic_raw,199,-0.006655839049340263,-1.784677548762476,0.07584469353844542,5,5,"{'2022': -0.0104, '2023': -0.002, '2024': -0.0055, '2025': -0.0103, '2026': -0.008}",,,0.005319148936170213,False,NO_EVIDENCE
days_in_range,NUMERIC,1,ic_raw,196,0.015973990588234992,1.7726025647308559,0.07785588470829938,5,4,"{'2022': 0.0211, '2023': 0.0387, '2024': -0.0046, '2025': 0.017, '2026': 0.0077}",,,0.005585106382978724,False,NO_EVIDENCE
gap_pct,NUMERIC,1,ic_raw,199,-0.02143581501143667,-1.7592708089585767,0.08007604916078677,5,4,"{'2022': -0.0434, '2023': -0.0266, '2024': -0.0288, '2025': -0.0229, '2026': 0.0121}",,,0.005851063829787235,False,NO_EVIDENCE
days_in_range,NUMERIC,5,ic_raw,196,0.014457078214945731,1.7304082734478046,0.0851393981384681,5,4,"{'2022': -0.0006, '2023': 0.0187, '2024': 0.0063, '2025': 0.0221, '2026': 0.017}",,,0.006117021276595746,False,NO_EVIDENCE
base_conditions_count,NUMERIC,5,ic_thesis,179,-0.01347686091334463,-1.7295554729839118,0.08544326716508932,5,4,"{'2022': 0.0243, '2023': -0.0143, '2024': -0.0202, '2025': -0.0173, '2026': -0.0125}",,,0.006382978723404256,False,NO_EVIDENCE
precor_intent,LABEL,1,mean_signed_bps,199,3.5548805454163346,1.6843704354599585,0.09368575773545992,5,5,"{'2022': 2.6717, '2023': 5.0488, '2024': 1.9817, '2025': 4.1365, '2026': 3.2392}",0.5065612812159683,0.5870813955179217,0.006648936170212766,False,NO_EVIDENCE
wyckoff_validation_phase_maturity_score,NUMERIC,1,ic_thesis,199,0.010009263800772326,1.6707006822273398,0.09636071095133196,5,4,"{'2022': 0.0394, '2023': 0.0162, '2024': -0.0003, '2025': 0.0008, '2026': 0.0153}",,,0.006914893617021277,False,NO_EVIDENCE
move_age_bars,NUMERIC,5,ic_raw,199,-0.00911097814950682,-1.6517367044405458,0.100173253585759,5,5,"{'2022': -0.0154, '2023': -0.0095, '2024': -0.0084, '2025': -0.0019, '2026': -0.0176}",,,0.007180851063829788,False,NO_EVIDENCE
baseline_past_return_5,NUMERIC,5,ic_raw,199,-0.016787545186662624,-1.6502331127398426,0.10048065120225268,5,5,"{'2022': -0.0405, '2023': -0.0275, '2024': -0.017, '2025': -0.0072, '2026': -0.0021}",,,0.007446808510638298,False,NO_EVIDENCE
adx_14,NUMERIC,10,ic_raw,199,0.014391788583285924,1.6418742827639927,0.1038051528670296,5,5,"{'2022': 0.0189, '2023': 0.0128, '2024': 0.0013, '2025': 0.017, '2026': 0.0309}",,,0.007712765957446809,False,NO_EVIDENCE
range_expansion_vs_20d,NUMERIC,5,ic_raw,199,0.009920102899220382,1.591690509506354,0.1130495127518164,5,4,"{'2022': -0.0254, '2023': 0.0132, '2024': 0.0035, '2025': 0.0096, '2026': 0.0339}",,,0.007978723404255319,False,NO_EVIDENCE
vwap_bias,LABEL,5,mean_signed_bps,199,-6.977578404501051,-1.5531372463867799,0.12198727274286278,5,4,"{'2022': -20.4688, '2023': -7.2584, '2024': -9.3203, '2025': -9.2411, '2026': 7.8257}",0.49562929716099713,0.530871132866034,0.00824468085106383,False,NO_EVIDENCE
early_formation_score,NUMERIC,5,ic_thesis,196,-0.012063369937393221,-1.5444315373841084,0.12410513095484386,5,5,"{'2022': -0.0033, '2023': -0.0139, '2024': -0.0036, '2025': -0.018, '2026': -0.018}",,,0.00851063829787234,False,NO_EVIDENCE
abnormal_repricing_score,NUMERIC,1,ic_thesis,199,-0.012078835294674968,-1.5386196492613384,0.12549372313130808,5,3,"{'2022': -0.0673, '2023': 0.0016, '2024': 0.0003, '2025': -0.0208, '2026': -0.0097}",,,0.008776595744680852,False,NO_EVIDENCE
wyckoff_score,NUMERIC,10,ic_thesis,199,0.009619051664803951,1.5444334046554098,0.12569021884883547,5,4,"{'2022': 0.0344, '2023': -0.0021, '2024': 0.0177, '2025': 0.0041, '2026': 0.0107}",,,0.009042553191489363,False,NO_EVIDENCE
early_formation_score,NUMERIC,10,ic_raw,196,-0.017371096748605007,-1.5186231718370868,0.1321100956371401,5,4,"{'2022': -0.1086, '2023': -0.0234, '2024': 0.007, '2025': -0.0099, '2026': -0.008}",,,0.009308510638297872,False,NO_EVIDENCE
wyckoff_validation_phase_maturity_score,NUMERIC,1,ic_raw,199,0.008475995864347576,1.5111549444442285,0.13234328694117448,5,5,"{'2022': 0.0046, '2023': 0.0095, '2024': 0.007, '2025': 0.0121, '2026': 0.0055}",,,0.009574468085106383,False,NO_EVIDENCE
days_in_range,NUMERIC,10,ic_thesis,196,0.01697051076399746,1.5173773861137603,0.1324238856672814,5,4,"{'2022': 0.0643, '2023': 0.019, '2024': -0.0264, '2025': 0.0286, '2026': 0.0376}",,,0.009840425531914894,False,NO_EVIDENCE
wyckoff_transition_conf,NUMERIC,5,ic_raw,60,0.014244972510136041,1.5098469828587178,0.13641974529040277,5,4,"{'2022': 0.0159, '2023': 0.0241, '2024': -0.006, '2025': 0.0172, '2026': 0.0259}",,,0.010106382978723405,False,NO_EVIDENCE
fusion_contradictions,NUMERIC,10,ic_thesis,199,-0.008286900528397574,-1.4992687274460168,0.13700224435982397,5,4,"{'2022': -0.0108, '2023': 0.0019, '2024': -0.0136, '2025': -0.008, '2026': -0.015}",,,0.010372340425531916,False,NO_EVIDENCE
truth_confidence,NUMERIC,10,ic_thesis,199,0.009334344907177732,1.4935172113020898,0.13849830720447928,5,4,"{'2022': 0.0327, '2023': -0.0004, '2024': 0.0129, '2025': 0.0091, '2026': 0.0068}",,,0.010638297872340425,False,NO_EVIDENCE
gap_pct,NUMERIC,10,ic_raw,199,-0.0255232262399707,-1.4861721273657365,0.1404274267785023,5,4,"{'2022': -0.0408, '2023': -0.0464, '2024': -0.0417, '2025': -0.008, '2026': 0.0132}",,,0.010904255319148938,False,NO_EVIDENCE
wyckoff_validation_transition_probability_20_bars,NUMERIC,10,ic_thesis,199,0.010215802693382943,1.4497566525616095,0.15030300529311222,5,4,"{'2022': 0.0292, '2023': 0.0115, '2024': -0.001, '2025': 0.0094, '2026': 0.0169}",,,0.011170212765957447,False,NO_EVIDENCE
fusion_alignment_score,NUMERIC,10,ic_thesis,199,0.007707907975718326,1.4383862894820982,0.15349429261078829,5,4,"{'2022': 0.0357, '2023': -0.0045, '2024': 0.0112, '2025': 0.0037, '2026': 0.0127}",,,0.011436170212765957,False,NO_EVIDENCE
pct_from_52w_low,NUMERIC,20,ic_raw,199,0.02782054703320933,1.4251206309015554,0.16049359863500498,5,4,"{'2022': -0.046, '2023': 0.0068, '2024': 0.0431, '2025': 0.0707, '2026': 0.009}",,,0.01170212765957447,False,NO_EVIDENCE
phase_strength,NUMERIC,5,ic_raw,196,0.010354060495521365,1.3998112238429237,0.16315875965270552,5,4,"{'2022': 0.0004, '2023': 0.0171, '2024': 0.0023, '2025': 0.023, '2026': -0.0014}",,,0.011968085106382979,False,NO_EVIDENCE
adx_14,NUMERIC,10,ic_thesis,199,0.008663832569714721,1.3500766117466227,0.18008560984007396,5,4,"{'2022': 0.0321, '2023': 0.0139, '2024': -0.0097, '2025': 0.0102, '2026': 0.0142}",,,0.012234042553191491,False,NO_EVIDENCE
wyckoff_validation_phase_probability,NUMERIC,10,ic_raw,199,0.008556571177254953,1.3411738859253137,0.18294838109064165,5,3,"{'2022': -0.0125, '2023': 0.0117, '2024': -0.0012, '2025': 0.0196, '2026': 0.0127}",,,0.0125,False,NO_EVIDENCE
phase_evidence_strength,NUMERIC,10,ic_raw,199,0.008556571177254953,1.3411738859253137,0.18294838109064165,5,3,"{'2022': -0.0125, '2023': 0.0117, '2024': -0.0012, '2025': 0.0196, '2026': 0.0127}",,,0.012765957446808512,False,NO_EVIDENCE
adx_14,NUMERIC,5,ic_thesis,199,0.006949789064563242,1.3360127739357932,0.18307859469884685,5,4,"{'2022': 0.0226, '2023': 0.0031, '2024': -0.0041, '2025': 0.0099, '2026': 0.0173}",,,0.013031914893617023,False,NO_EVIDENCE
wyckoff_transition_conf,NUMERIC,10,ic_raw,60,0.01716718826734397,1.3310246201990215,0.19355127339715697,5,4,"{'2022': -0.007, '2023': 0.0228, '2024': 0.0118, '2025': 0.0143, '2026': 0.0327}",,,0.013297872340425532,False,NO_EVIDENCE
move_age_bars,NUMERIC,1,ic_thesis,199,-0.007883716565456087,-1.3011286669479416,0.19472647309138635,5,3,"{'2022': 0.0099, '2023': 0.0044, '2024': -0.0104, '2025': -0.0068, '2026': -0.0344}",,,0.013563829787234045,False,NO_EVIDENCE
crabel_compression,NUMERIC,1,ic_raw,199,-0.009503132406015677,-1.2953338393083162,0.19671330001409726,5,4,"{'2022': -0.0411, '2023': -0.0063, '2024': 0.0046, '2025': -0.0184, '2026': -0.0058}",,,0.013829787234042554,False,NO_EVIDENCE
lift_proxy_score,NUMERIC,1,ic_raw,199,0.007824579085178298,1.294156725668949,0.19711870922392116,5,4,"{'2022': 0.0075, '2023': 0.0086, '2024': -0.0004, '2025': 0.0057, '2026': 0.023}",,,0.014095744680851065,False,NO_EVIDENCE
win_probability,NUMERIC,1,ic_raw,199,0.009808579329856078,1.2941353736248413,0.1971260687591848,5,4,"{'2022': 0.0234, '2023': 0.0031, '2024': -0.0008, '2025': 0.0161, '2026': 0.02}",,,0.014361702127659576,False,NO_EVIDENCE
repricing_direction,LABEL,10,mean_signed_bps,199,-14.033604865213713,-1.286376701319911,0.20132699957634698,5,5,"{'2022': -29.4354, '2023': -19.8979, '2024': -3.4745, '2025': -5.8874, '2026': -25.9155}",0.49322894225231856,0.5422724443105986,0.014627659574468085,False,NO_EVIDENCE
composite_score,NUMERIC,1,ic_raw,199,0.00965665852166428,1.2724612780271878,0.20470152345630444,5,4,"{'2022': 0.0232, '2023': 0.0027, '2024': -0.001, '2025': 0.0161, '2026': 0.0199}",,,0.014893617021276596,False,NO_EVIDENCE
composite_adjusted,NUMERIC,1,ic_raw,199,0.00965665852166428,1.2724612780271878,0.20470152345630444,5,4,"{'2022': 0.0232, '2023': 0.0027, '2024': -0.001, '2025': 0.0161, '2026': 0.0199}",,,0.015159574468085107,False,NO_EVIDENCE
event_evidence_strength,NUMERIC,10,ic_thesis,199,0.006363147028860572,1.2739405856671204,0.2056821884793418,5,4,"{'2022': 0.0112, '2023': -0.0011, '2024': 0.0088, '2025': 0.0033, '2026': 0.0164}",,,0.015425531914893618,False,NO_EVIDENCE
wyckoff_validation_transition_probability_10_bars,NUMERIC,10,ic_thesis,199,0.007903125023819449,1.2534894778685404,0.21299474466613513,5,4,"{'2022': 0.0119, '2023': 0.019, '2024': 0.0027, '2025': -0.0005, '2026': 0.0098}",,,0.01569148936170213,False,NO_EVIDENCE
days_in_range,NUMERIC,5,ic_thesis,196,0.010330497947976094,1.2150647701426904,0.22581055361107796,5,4,"{'2022': 0.0481, '2023': 0.012, '2024': -0.023, '2025': 0.0257, '2026': 0.0155}",,,0.015957446808510637,False,NO_EVIDENCE
fusion_alignment_score,NUMERIC,1,ic_raw,199,0.007555137643372982,1.2131535861200613,0.22651640693306693,5,4,"{'2022': 0.0182, '2023': 0.0143, '2024': -0.0011, '2025': 0.0023, '2026': 0.0131}",,,0.01622340425531915,False,NO_EVIDENCE
precor_intent,LABEL,20,mean_signed_bps,199,-19.28911674076261,-1.2159528320701416,0.22985819558593107,5,5,"{'2022': -3.9345, '2023': -19.8938, '2024': -4.3086, '2025': -19.5758, '2026': -49.4605}",0.49271461814555934,0.5870813955179217,0.01648936170212766,False,NO_EVIDENCE
wyckoff_transition_conf,NUMERIC,1,ic_thesis,60,-0.009403323649553097,-1.209356203014434,0.23134984241014275,5,4,"{'2022': 0.0296, '2023': -0.0188, '2024': -0.0047, '2025': -0.0117, '2026': -0.0157}",,,0.016755319148936174,False,NO_EVIDENCE
gap_pct,NUMERIC,5,ic_thesis,199,-0.006288578746466958,-1.1983210478041362,0.23222441526519869,5,3,"{'2022': -0.0263, '2023': 0.0017, '2024': -0.0162, '2025': -0.0076, '2026': 0.0095}",,,0.01702127659574468,False,NO_EVIDENCE
wyckoff_validation_phase_correctness_score,NUMERIC,10,ic_thesis,199,0.008217296254586018,1.2016371965858212,0.23238530925474213,5,5,"{'2022': 0.0367, '2023': 0.0013, '2024': 0.0059, '2025': 0.006, '2026': 0.0109}",,,0.017287234042553192,False,NO_EVIDENCE
adv_dollars,NUMERIC,20,ic_raw,199,0.019785340740175725,1.2024677341787036,0.23499046752255606,5,3,"{'2022': -0.038, '2023': 0.0517, '2024': 0.05, '2025': 0.0074, '2026': -0.0272}",,,0.017553191489361703,False,NO_EVIDENCE
baseline_past_return_60,NUMERIC,1,ic_thesis,199,0.007023697212530398,1.187202862593463,0.23656996996238,5,3,"{'2022': 0.0129, '2023': 0.0198, '2024': 0.0088, '2025': -0.0001, '2026': -0.0076}",,,0.017819148936170214,False,NO_EVIDENCE
phase_strength,NUMERIC,1,ic_raw,196,0.008428181985031093,1.1679203898900419,0.24426487198473645,5,4,"{'2022': 0.0128, '2023': 0.0189, '2024': -0.0116, '2025': 0.0141, '2026': 0.012}",,,0.018085106382978725,False,NO_EVIDENCE
gap_pct,NUMERIC,1,ic_thesis,199,-0.006515841565926278,-1.156772516467154,0.24875902217632037,5,3,"{'2022': -0.0203, '2023': 0.0044, '2024': -0.019, '2025': -0.0069, '2026': 0.0039}",,,0.018351063829787236,False,NO_EVIDENCE
wyckoff_validation_phase_maturity_score,NUMERIC,10,ic_thesis,199,0.008853789907256618,1.1508565864109108,0.2525773688641567,5,4,"{'2022': 0.0212, '2023': 0.0116, '2024': -0.0035, '2025': 0.0127, '2026': 0.0115}",,,0.018617021276595744,False,NO_EVIDENCE
adx_14,NUMERIC,5,ic_raw,199,0.0081333812887563,1.1408028289199978,0.255329937517821,5,5,"{'2022': 0.012, '2023': 0.0063, '2024': 0.004, '2025': 0.0083, '2026': 0.0152}",,,0.01888297872340426,False,NO_EVIDENCE
adx_14,NUMERIC,20,ic_raw,199,0.013770695182873372,1.1501002760576144,0.25571327742651534,5,4,"{'2022': 0.0301, '2023': 0.0145, '2024': -0.0127, '2025': 0.0136, '2026': 0.0454}",,,0.019148936170212766,False,NO_EVIDENCE
wyckoff_validation_transition_probability_20_bars,NUMERIC,1,ic_raw,199,0.00642067421483546,1.1373155824350167,0.25678083343090863,5,5,"{'2022': 0.003, '2023': 0.0113, '2024': 0.0037, '2025': 0.0073, '2026': 0.0036}",,,0.019414893617021277,False,NO_EVIDENCE
adv_dollars,NUMERIC,10,ic_raw,199,0.01278419661660624,1.135639666418073,0.2588630891109192,5,3,"{'2022': -0.0122, '2023': 0.0324, '2024': 0.0342, '2025': 0.0016, '2026': -0.0205}",,,0.019680851063829788,False,NO_EVIDENCE
event_evidence_strength,NUMERIC,5,ic_raw,199,-0.005783378549391837,-1.1315095940449131,0.25920923474547286,5,4,"{'2022': -0.0039, '2023': 0.0022, '2024': -0.0134, '2025': -0.0083, '2026': -0.0035}",,,0.0199468085106383,False,NO_EVIDENCE
truth_confidence,NUMERIC,1,ic_raw,199,0.008461020221805528,1.127250152985057,0.2610009429982013,5,4,"{'2022': 0.0275, '2023': 0.0091, '2024': -0.0052, '2025': 0.008, '2026': 0.0194}",,,0.02021276595744681,False,NO_EVIDENCE
wyckoff_validation_transition_probability_10_bars,NUMERIC,20,ic_thesis,199,0.009894965918810644,1.1303679927039454,0.26385199656140323,5,5,"{'2022': 0.0179, '2023': 0.013, '2024': 0.0091, '2025': 0.0017, '2026': 0.0149}",,,0.02047872340425532,False,NO_EVIDENCE
volume_ratio,NUMERIC,1,ic_raw,199,0.0060827497549171584,1.1201513674775723,0.264006144835564,5,3,"{'2022': -0.0345, '2023': 0.0123, '2024': 0.0045, '2025': -0.004, '2026': 0.0362}",,,0.020744680851063832,False,NO_EVIDENCE
baseline_past_return_5,NUMERIC,10,ic_raw,199,-0.016617624642429957,-1.1187160013345319,0.265982152267744,5,4,"{'2022': -0.0553, '2023': -0.0093, '2024': -0.0147, '2025': -0.0303, '2026': 0.0109}",,,0.021010638297872343,False,NO_EVIDENCE
adv_dollars,NUMERIC,5,ic_raw,199,0.009297364249267859,1.091938781452423,0.27618688747407294,5,3,"{'2022': -0.0039, '2023': 0.0197, '2024': 0.025, '2025': 0.0058, '2026': -0.0191}",,,0.02127659574468085,False,NO_EVIDENCE
days_to_trigger,NUMERIC,10,ic_raw,180,0.014596827218128256,1.0890355552248334,0.27907830118569055,5,4,"{'2022': 0.0984, '2023': 0.0094, '2024': 0.0039, '2025': -0.0005, '2026': 0.0242}",,,0.02154255319148936,False,NO_EVIDENCE
adx_14,NUMERIC,1,ic_thesis,199,0.0050418165893173885,1.0819154751203763,0.2806059844296984,5,4,"{'2022': 0.0279, '2023': 0.0111, '2024': 0.0006, '2025': -0.0058, '2026': 0.0073}",,,0.021808510638297876,False,NO_EVIDENCE
wyckoff_validation_transition_probability_10_bars,NUMERIC,5,ic_thesis,199,0.004700348861815449,1.074715876769724,0.28380986274635683,5,4,"{'2022': 0.0174, '2023': 0.0084, '2024': 0.0073, '2025': -0.0062, '2026': 0.0051}",,,0.022074468085106384,False,NO_EVIDENCE
pct_from_52w_low,NUMERIC,10,ic_raw,199,0.016257969475705222,1.0746686582531497,0.28514858251262853,5,3,"{'2022': -0.0391, '2023': -0.0034, '2024': 0.0341, '2025': 0.0452, '2026': 0.0033}",,,0.022340425531914895,False,NO_EVIDENCE
wyckoff_validation_transition_probability_5_bars,NUMERIC,10,ic_thesis,199,0.006847414563280382,1.0709076500790498,0.2868280019704395,5,4,"{'2022': 0.0091, '2023': 0.0174, '2024': 0.0024, '2025': -0.0013, '2026': 0.0089}",,,0.022606382978723406,False,NO_EVIDENCE
wyckoff_validation_phase_probability,NUMERIC,5,ic_raw,199,0.004809715396743819,1.0629971649395205,0.2890779724736187,5,4,"{'2022': -0.0161, '2023': 0.009, '2024': 0.0025, '2025': 0.0123, '2026': 0.0011}",,,0.022872340425531913,False,NO_EVIDENCE
phase_evidence_strength,NUMERIC,5,ic_raw,199,0.004809715396743819,1.0629971649395205,0.2890779724736187,5,4,"{'2022': -0.0161, '2023': 0.009, '2024': 0.0025, '2025': 0.0123, '2026': 0.0011}",,,0.023138297872340428,False,NO_EVIDENCE
truth_confidence,NUMERIC,1,ic_thesis,199,0.005240499847694835,1.0618527662344155,0.28959596849878955,5,4,"{'2022': 0.0046, '2023': 0.0128, '2024': 0.0072, '2025': 0.0008, '2026': -0.0023}",,,0.02340425531914894,False,NO_EVIDENCE
days_to_trigger,NUMERIC,20,ic_raw,180,0.019900334098481565,1.0671086497645426,0.2917430036020313,5,4,"{'2022': 0.0753, '2023': 0.0253, '2024': 0.0216, '2025': -0.0078, '2026': 0.0252}",,,0.023670212765957446,False,NO_EVIDENCE
composite_score,NUMERIC,10,ic_thesis,199,0.006674173899437197,1.0482715726170908,0.29707886485906554,5,4,"{'2022': 0.0316, '2023': -0.008, '2024': 0.0215, '2025': 0.0008, '2026': 0.0022}",,,0.023936170212765957,False,NO_EVIDENCE
composite_adjusted,NUMERIC,10,ic_thesis,199,0.006674173899437197,1.0482715726170908,0.29707886485906554,5,4,"{'2022': 0.0316, '2023': -0.008, '2024': 0.0215, '2025': 0.0008, '2026': 0.0022}",,,0.02420212765957447,False,NO_EVIDENCE
win_probability,NUMERIC,10,ic_thesis,199,0.006668599773832743,1.0469843428999839,0.2976691764378864,5,4,"{'2022': 0.0315, '2023': -0.008, '2024': 0.0215, '2025': 0.0009, '2026': 0.0022}",,,0.024468085106382983,False,NO_EVIDENCE
adv_dollars,NUMERIC,1,ic_thesis,199,-0.005469708686270756,-1.0428673175601586,0.29828137141929617,5,2,"{'2022': -0.0091, '2023': 0.0008, '2024': -0.0248, '2025': 0.0008, '2026': 0.0071}",,,0.02473404255319149,False,NO_EVIDENCE
pct_from_52w_low,NUMERIC,10,ic_thesis,199,0.007539674004704071,1.0374634090935575,0.3020600921671723,5,4,"{'2022': 0.0267, '2023': 0.0026, '2024': 0.016, '2025': -0.0015, '2026': 0.006}",,,0.025,False,NO_EVIDENCE
days_in_range,NUMERIC,10,ic_raw,196,0.011613335096702147,1.0240294343939225,0.30836842172411744,5,4,"{'2022': -0.0005, '2023': 0.0159, '2024': 0.008, '2025': 0.0083, '2026': 0.0218}",,,0.02526595744680851,False,NO_EVIDENCE
wyckoff_validation_transition_probability_5_bars,NUMERIC,20,ic_thesis,199,0.008870566112470129,1.0185091466515284,0.3134642444308486,5,5,"{'2022': 0.0148, '2023': 0.0097, '2024': 0.009, '2025': 0.0019, '2026': 0.015}",,,0.025531914893617023,False,NO_EVIDENCE
range_expansion_vs_20d,NUMERIC,5,ic_thesis,199,-0.004846291090644532,-1.0085412252329187,0.31442560824863863,5,3,"{'2022': -0.0182, '2023': -0.0065, '2024': 0.0009, '2025': 0.0003, '2026': -0.012}",,,0.025797872340425534,False,NO_EVIDENCE
pct_from_52w_low,NUMERIC,5,ic_raw,199,0.011929788888095188,0.9962372006806655,0.3203508410880062,5,3,"{'2022': -0.0413, '2023': -0.0044, '2024': 0.026, '2025': 0.0369, '2026': 0.0046}",,,0.026063829787234045,False,NO_EVIDENCE
wyckoff_validation_phase_correctness_score,NUMERIC,1,ic_raw,199,0.007551924049681707,0.9949085019564734,0.320995072699669,5,4,"{'2022': 0.0266, '2023': 0.0077, '2024': -0.0049, '2025': 0.0084, '2026': 0.0153}",,,0.026329787234042553,False,NO_EVIDENCE
wyckoff_transition_conf,NUMERIC,20,ic_raw,60,0.016172370261753142,1.0265750903967379,0.3220318296608166,5,5,"{'2022': 0.0309, '2023': 0.0028, '2024': 0.0212, '2025': 0.018, '2026': 0.0167}",,,0.026595744680851064,False,NO_EVIDENCE
fusion_contradictions,NUMERIC,5,ic_raw,199,0.005540010351765731,0.9882204163251895,0.3242507928757273,5,3,"{'2022': 0.0117, '2023': -0.0003, '2024': 0.0125, '2025': 0.0084, '2026': -0.0039}",,,0.02686170212765958,False,NO_EVIDENCE
wyckoff_validation_transition_probability_20_bars,NUMERIC,20,ic_thesis,199,0.00996448036517707,0.9875118377526256,0.3282679083170608,5,4,"{'2022': 0.0451, '2023': 0.0085, '2024': 0.0062, '2025': -0.0013, '2026': 0.0172}",,,0.02712765957446809,False,NO_EVIDENCE
